home_idx,away_idx,margin,season
0,27,13.0,2015
15,4,13.0,2015
9,26,16.0,2015
25,17,-3.0,2015
10,23,-4.0,2015
21,15,8.0,2015
28,12,2.0,2015
22,19,-2.0,2015
27,11,18.0,2015
18,13,13.0,2015
7,26,9.0,2015
8,29,18.0,2015
2,16,20.0,2015
3,1,19.0,2015
6,14,15.0,2015
18,23,-16.0,2015
4,5,8.0,2015
24,17,4.0,2015
14,9,4.0,2015
25,20,7.0,2015
0,2,16.0,2015
11,1,29.0,2015
19,27,1.0,2015
10,13,25.0,2015
7,28,-11.0,2015
22,16,4.0,2015
12,6,12.0,2015
26,9,-1.0,2015
15,21,27.0,2015
29,3,20.0,2015
5,0,20.0,2015
28,6,-4.0,2015
21,16,14.0,2015
23,25,1.0,2015
1,29,-4.0,2015
17,10,-19.0,2015
18,4,0.0,2015
2,3,-9.0,2015
20,13,30.0,2015
8,15,-1.0,2015
27,22,29.0,2015
26,20,9.0,2015
11,19,17.0,2015
12,14,30.0,2015
13,28,10.0,2015
23,12,14.0,2015
5,8,3.0,2015
17,18,30.0,2015
6,26,0.0,2015
24,7,13.0,2015
1,27,-2.0,2015
3,21,19.0,2015
16,11,0.0,2015
4,22,15.0,2015
9,14,26.0,2015
10,25,30.0,2015
2,15,15.0,2015
29,0,16.0,2015
24,28,14.0,2016
5,19,30.0,2016
